PC1,PC2
1.696976784440831,-0.16473787219729327
0.1160636579543924,-0.14804552926836584
-0.07153600849352573,-0.8137223458515586
-1.6547611107431743,1.6108266993391116
0.7010114051417456,-0.34171503197715825
-1.2610222405332372,0.6238174430435163
-1.0927549710380853,1.039060463820215
-1.1960738102971271,0.7748727330100431
0.49960855284974354,-0.49742528596007346
1.250125003487175,0.09623337500461891
-0.008448325342983086,-0.9988112273754526
1.6060238993402614,0.5034203094828854
0.3216294673243349,-0.2672680332727981
-1.5911209154777977,1.384295723750096
2.25003730891075,0.0802760287502995
-0.5798588373030252,-0.08979698237342006
0.3360519085643132,-0.7883026588802284
-1.5658308489129622,1.444326638003464
-0.3873987036420321,-1.1642766148738724
0.7959805596557616,-0.03624034639054888
-0.22645965851077327,-0.4334463262436431
-0.08561427903546037,-0.2700009913090116
-1.6502556558303325,1.6248031904221016
-0.33995068116292076,-0.8975387346542633
-0.20707952451516418,-1.0087648571430594
-1.1671517656782697,1.9178959006153486
0.19556385858912162,0.6054304240427918
-0.39456181396548556,-0.30438157488046613
0.6309065345594733,-0.4610906135755829
0.2820976726476831,-0.8264204532705507
-0.1545225978181171,0.9277732030174867
-0.2701916148797373,-0.8390317119081758
-1.598921832224778,1.9355020416896527
1.0479204907535926,-0.3464624248591432
-0.6095922536450165,-0.4224954768174877
-0.3804197646477898,-0.9547646908650889
0.17117536611310813,-0.1510264957764374
-0.2293597936650737,-0.41617559758982353
1.872735327563597,-0.004664896117340854
0.22036879144867152,-0.4806872821519165
-0.19341135322487588,-0.5745635419807446
-0.18955540032730592,0.18096481650464247
-1.6902838882789053,1.5107298846504047
-1.7391120269393965,1.711408622778564
-0.5141555709857412,-0.7109175484554039
-0.6472223418123505,0.3440944429898673
0.6293939988970678,-0.4084262360481932
0.3877006432515685,-0.30613244848358434
0.7836835652919303,-0.27553182127221393
2.7570194681981306,1.4232161881236987
-1.4366309915378044,1.6964412356306013
-0.11390996616889382,-0.2518011219296443
-0.21253789402065387,-0.39913152694763926
-0.9251293252959157,0.9093776620987953
1.666170735731794,-0.2243245145260176
-0.7031464201667568,-0.09874649282921026
-0.5133522853049074,-0.5505885311435724
0.13631815519508006,-0.8103015306679822
-0.33734156605308685,-0.13879561903304286
1.0674007084107537,-0.5602222370634612
-0.45497673857470994,0.5863113712667813
-0.5218211769590628,-0.3955217548679329
-1.099860759242695,0.6125058747969254
-0.0160387657340509,-0.8014902420441626
2.3480609384604554,0.4520789010306068
0.9659058104018777,-0.41942201309471067
-0.5351942070132394,-0.8027941748253412
3.28953453485271,0.913258974266029
1.102838790942912,0.04655490615160462
4.338028860628199,1.3227195395451739
-0.3989906606939878,-0.27263655181760066
1.6652309459906551,0.8417740879499773
-0.7172091377484608,-0.25518112955022865
3.3249034178019796,0.46478439222214946
0.38776571250408715,-0.6369136689916762
-1.9389968522109957,2.1004263432785883
-0.3851099909718956,-1.1743972103920746
1.261665995944762,-0.141296447332198
-0.48578171450265706,-1.0145607836433492
-0.3707867698767233,-0.53819534486158
-1.328256250804738,1.0310209666746963
-0.4961216794447058,-0.7691998246723561
0.9707545198915974,-0.26821660460539126
-0.8796459348892608,0.2653621958000238
2.7325193702982626,0.5792622307681127
-0.38552244246986533,-1.0147581606941478
-0.7817860488251768,0.09643283237126507
0.37245569622406693,-0.1392217874027723
0.531503602390447,0.03812879048854387
0.4369945506391875,-0.29315093312176305
0.6195367273625951,-0.018607706718693398
-0.3445477078308696,-0.4016116580621585
-0.8949549401313354,0.2720157568246664
-0.07840427418919682,-0.8443816879641799
0.14140837912956816,-0.3848908353203767
0.8319192937949362,-0.5910894784774148
-0.1441301959447072,-0.9045221545108838
-0.8828547886799701,0.6289653677116771
8.388055279946322,3.097423645385977
2.0799734001108248,0.3952095644752799
0.39557761157859506,-0.20246120681100166
3.914170280460205,0.9705037942824691
-0.4505057971212911,-0.6291163402790944
2.6765098474521674,0.44400431686414704
4.054140691627856,1.439595014009145
-0.2724882725479022,-1.099061470238078
-0.323605674005895,-1.0481355772015437
0.738393144036671,-0.33157165718330406
2.2420119857560814,0.3041115985901084
1.0794195182271584,-0.3706890522953622
