Recency,Frequency,Monetary
2.329399202044834,-0.42507932514286173,8.44426632365155
-0.905390618653027,0.36072829724276956,0.25775964430217063
-0.17656451707603973,-0.03217551395004609,-0.06496173803886546
-0.7356639922583861,-0.42507932514286173,-0.06268014428395853
2.169656494849878,-0.42507932514286173,-0.1933466029752436
-0.5659373658637452,0.36072829724276956,-0.07074716779650736
1.111361059683294,-0.42507932514286173,-0.21642091894067364
1.390910797274467,-0.42507932514286173,-0.10516092608691552
1.2112002516801414,-0.42507932514286173,-0.1748107600624103
-0.6957283154596471,-0.163143451014318,0.05301497025585203
-0.5958891234627995,-0.42507932514286173,0.47094093533487574
-0.905390618653027,-0.2941113880785899,-0.12216222588345002
-0.34629114347068063,-0.03217551395004609,0.482439898247346
-0.4061946586687891,-0.163143451014318,0.03219079328159807
1.9400263532571287,-0.42507932514286173,-0.2067710467818107
-0.8954066994533423,0.7536321084355853,0.30575399683338134
0.17287265491292675,-0.2941113880785899,-0.16440822034284447
-0.8454871034549185,-0.03217551395004609,-0.09070296861490558
1.9799620300558676,-0.42507932514286173,-0.19039322533779882
-0.8854227802536575,-0.42507932514286173,-0.20946716938731375
-0.4161785778684739,-0.03217551395004609,0.157996367592045
-0.3263233050713111,-0.42507932514286173,-0.054770394590064025
-0.206516274675094,-0.163143451014318,-0.09205777022417085
2.1796404140495627,-0.42507932514286173,-0.18995398202998562
-0.6757604770602775,-0.42507932514286173,-0.15644005465916408
-0.8155353458558642,-0.2941113880785899,-0.18401127845368936
2.2195760908483018,-0.2941113880785899,-0.0525056516014415
0.3725510389066219,-0.42507932514286173,0.22390308468356637
-0.10667708267824644,-0.2941113880785899,-0.1391051096901986
-0.7057122346593319,-0.03217551395004609,0.046317352350014954
-0.8754388610539727,-0.163143451014318,-0.06074118277683427
0.9216665948892835,0.0987924231142258,-0.04346914733533053
-0.6358248002615385,-0.2941113880785899,-0.1786448710843194
2.449206232441051,-0.2941113880785899,-0.18127022047142796
-0.7656157498574404,0.22976036017849769,0.08595597157300423
-0.12664492107761596,-0.42507932514286173,-0.16970610126265792
-0.7057122346593319,-0.42507932514286173,-0.17702832090543652
-0.206516274675094,-0.03217551395004609,-0.04863222212486882
-0.2863876282725721,-0.2941113880785899,-0.10503960056966789
-0.7356639922583861,1.015567982564129,0.07494343411394332
-0.5659373658637452,-0.2941113880785899,0.02239937468594627
-0.46609817386689767,-0.42507932514286173,-0.06513923277706106
0.26272792771008957,-0.03217551395004609,-0.11030040980365566
2.099769060452085,-0.42507932514286173,-0.21863398624602404
2.29944744444578,-0.42507932514286173,-0.2044456410345644
-0.4261624970681587,-0.42507932514286173,-0.18241607257876674
0.5622455037006323,-0.42507932514286173,-0.07022479404169114
-0.7057122346593319,-0.2941113880785899,0.15725044033785585
-0.4261624970681587,0.0987924231142258,-0.05711152771917583
-0.5958891234627995,0.0987924231142258,0.06774478675725025
-0.1366288402773007,-0.163143451014318,1.0174674551587177
2.1596725756501933,-0.2941113880785899,-0.16650557905304203
-0.17656451707603973,-0.163143451014318,-0.09802968179536002
-0.2564358706735178,-0.163143451014318,-0.14934363528459635
1.2411520092791957,-0.163143451014318,-0.17671939019022265
-0.6857443962599623,2.0633114790783043,13.766966175433065
-0.8954066994533423,0.6226641713713134,0.1359960071311403
0.20282441251198102,-0.42507932514286173,-0.15131180478661355
-0.2863876282725721,-0.42507932514286173,-0.15897216313949902
-0.7656157498574404,-0.03217551395004609,-0.15463028236022017
0.033097786117340156,-0.163143451014318,-0.14962897492701208
-0.9153745378527117,0.49169623430704146,-0.042823201294428764
0.7020203724962188,-0.2941113880785899,-0.028595537628305506
-0.14661275947698546,-0.42507932514286173,-0.13910960322787444
1.021505786886131,-0.42507932514286173,-0.1690444278398907
-0.7057122346593319,-0.163143451014318,-0.14780459863062168
-0.6657765578605929,0.49169623430704146,0.49313788806909836
-0.8355031842552337,-0.03217551395004609,0.15422853625085453
-0.49604993146595194,-0.42507932514286173,-0.2021090014431284
-0.5659373658637452,1.4084717937569449,0.48299260338147415
-0.49604993146595194,-0.03217551395004609,0.2633001762564793
-0.9153745378527117,0.36072829724276956,1.2762053545334913
-0.07672532507919216,-0.2941113880785899,-0.1358585287194054
-0.12664492107761596,-0.2941113880785899,0.6531786025473388
0.07303346291607918,-0.42507932514286173,-0.1782247253116285
-0.905390618653027,1.8013756049497605,0.27319606960309434
-0.78558358825681,-0.2941113880785899,0.0507030451216332
2.7387398892319093,-0.42507932514286173,-0.20894479563249754
-0.8954066994533423,-0.42507932514286173,-0.2102355643298821
-0.7156961538590166,0.0987924231142258,0.2325351705588519
-0.7057122346593319,-0.42507932514286173,-0.21772404486666674
-0.34629114347068063,-0.42507932514286173,-0.11382109657267504
1.5007339084709992,-0.42507932514286173,-0.17794612597572654
-0.4860660122662672,-0.42507932514286173,-0.18536495667853567
-0.7057122346593319,-0.03217551395004609,0.17758257493660548
0.6321329380984255,-0.2941113880785899,-0.20418950938704158
-0.8155353458558642,0.0987924231142258,0.784123660574526
-0.7556318306577556,-0.42507932514286173,-0.1872612295777395
0.41248671570536094,-0.42507932514286173,-0.14698565138920014
-0.3662589818700501,-0.42507932514286173,0.16994917780977506
-0.19653235547540926,0.0987924231142258,0.03643718638526535
-0.4860660122662672,-0.163143451014318,0.0635309718017328
